,Habituality,Sentence
381,-1,"Uh, to be honest with you, I been in Atlanta m- more that what motherfuckers really actually even think, you feel.
"
382,-1,"you know, s- be around my people, you know.
"
383,1,"New Orleans, Louisiana be, you know, precise.
"
384,1,"But, you know, y- you be one place long enough, you l- you learn a vibe.
"
385,-1,"in order for things to be a little different.
"
386,-1,"So- so sauce, swag, what would be another word for that?
"
387,1,"Yeah, you know, a- Atlanta be winning so hard right now, Al- hard right now.
"
388,-1,"yeah, and they- they ra- they ran with it, you know what I mean, but it- you know, it's still- it's still not like- inaudible like to me in my eyes, everybody wanna be a Migo, you feel me.
"
389,-1,"Everybody wanna be a Migo.
"
390,-1,"But at the end of the day, one- everybody was trying to be T.I.
"
391,-1,"and I get that with the culture, you know, type shit going, i- it kind of bring even more meaning to my eyes i- in that type of way, like niggas be - been saying dabbed, and pipe- Yeah, no- lit.
"
392,-1,"And it's- it's some old school shit that used to be playing at mother fucking, um, what's that club on Bankhead, you feel me?
"
393,-1,"He might be.
"
394,-1,"Y- I'm I'm'a be like you when I grow up See, man, you know it- inaudible y- all- sometimes for some people that's really all you need.
"
395,-1,"Yeah, you feel me, like I ain't gon- I wanna be one of them people.
"
396,-1,"You know what I mean, whole year, you know what I mean, to be precise, you feel me.
"
397,-1,"So stepping into the club right now two- two K eighteen, what the vibe you more so gonna be on now if it was- if that was i- what it was in the past you stepping into now what, still some dope boy shit?
"
398,-1,"Before shit like when we was little that we was able to be like, what the fuck is this type shit?
"
399,-1,"Something- it supposed to be a drug that make you- Man, if I could get my hands on some of that shit.
"
400,-1,"Tomorrow about to be February The first, my nigga.
"
401,1,"Like a lot of these lingos niggas be bringing out He been on it, yeah.
"
402,-1,"Nigga- and- and not- not necessarily mean your mind stuff but your situation you might be stuck.
"
403,-1,"You might not be able to g- Mm-hm.
"
404,1,"Like that nigga- He's a smart guy, and they really be tryna play that nigga like he a dumbass crackhead.
"
405,-1,"I know we supposed to be what, minority or some shit.
"
406,-1,"I be damned see m- like, my dad don't even know how to answer this question.
"
407,-1,"But at the end of the day, you know what I mean, everybody that be - They got great programs for folks that go to the m- army now.
"
408,-1,"Not tryna be disrespectful, but, you know what I mean, like- Jeez Louise, I mean, nah, nah I- I feel you though.
"
409,1,"Yeah, you feel me, like, niggas be having post- post-  post something depression type shit.
"
410,-1,"Oh man, what do you think the policies in the actual  government is gonna be when they legalize weed everywhere in the United States?
"
411,-1,"And then s- be like, what?
"
412,-1,"Then niggas gonna be cross s- cos- cross straining shit, you feel me.
"
413,-1,"Yeah, so it's- it's always gonna be another one that- they got moon rock, you feel me, like  Yeah, they do.
"
414,1,"Shit, everything you- like you get the regular gas be like seventeen,  you feel me, like  probably like eighteen.
"
415,-1,"Mid- mid- I ain't gonna even lie, mid might be like ten, eleven, and- probably ten.
"
416,1,"That shit like f- three percent,  so niggas be high literally for like fucking three minutes.
"
417,1,"Niggas be high for three minutes, three percent, three minutes, nigga.
"
418,1,"A nigga be smoking the shit, the fuck is this shit, bro?
"
419,1,"Oh you feel that shit cause it be different.
"
420,-1,"And my shit- I  about to fall cause my left leg be  S- like w- I don't know what it i- Bruh, you only thirty-one, bruh I n- but that's because I live- I ain't went to the doctor either though.
"
421,-1,"And you might think it's- okay, Pandora just hit me, and put your money on Pandora, and it might not even be Pandora.
"
422,-1,"Nah, nah, it could be finesse king.
"
423,-1,"So you know what I mean, like I ain't fuck with 'em though, and it coulda- it could- it coulda been legit to be real with you, but I ain't fuck with it.
"
424,-1,"So it's all about how you s- inaudible be known.
"
425,-1,"That's interesting though that, um, you chose to go the internet route instead of the physical, we gonna get out here and, you know, hit the clubs and the- That's next though, you feel me, cause your image is everything, but your image also can be portrayed on the internet.
"
426,-1,"Niggas- niggas- I'm'a be real with you, the way that life- shit- and how shit is right now, Yeah.
"
427,-1,"then niggas might be - then- then you might hear the nigga with like, I'm coming to the city near you at such and such club, you feel me.
"
428,1,"And niggas be like,  let me go see this nigga, bro.
"
429,-1,"Nigga my three year old know how to work the mother fucking phone and tablet, nigga, what's he-  Folks gonna be watching you know what I mean, come on, bro.
"
430,1,"then be out there performing for them hundred niggas that ain't gonna spread your shit  to a hundred more.
"
431,-1,"So I'm'a be real with you and a- like you saying that, a-  when you really look at shit, Okay.
"
432,-1,"You sposta uh, say something like, I- uh- Everybody put your feet in and somebody say they- they gonna be the namer and then you say b- something like uh,  uh- Say I forgot.
"
433,1,"She- every time you be bad, she'll holler at you.
"
434,-1,"I don't know what I wanna be.
"
435,-1,"I keep thinking I wanna be a lot of things.
"
436,-1,"Uh, be a nurse.
"
437,-1,"Mm, work in a- uh, be a secretary.
"
438,1,"Sometime I be with uh, a little girl live upstairs from me name Jenia.
"
439,1,"Sometime I just be at home.
"
440,1,"Uh- Two people be at each end, carrying a rope like this.
"
441,-1,"And a person or two- or how many people wanna be in, m- get in and them jump rope.
"
442,1,"Uh, a girl be standing way far from away from me.
"
443,1,"And- and two people- a lot of people be standing back.
"
444,-1,"You can be in a circle, a line, or like.
"
445,-1,"But you don't have to be in no kind of form or nothing like that.
"
446,-1,"Almost like- They almost alike, except you have to be in a line of some sort.
"
447,1,"Like if anything be on good.
"
448,-1,"And he- And th- that man named Peter, Vicky's- the one she sposta be marrying- She like- She- She like him now, but he don't like her.
"
449,-1,"But when you first come there, you- uh, there'll be a lot of teachers and you g- go out, and you grab a teacher.
"
450,-1,"I said, throw me the ball, and she still be running.
"
451,-1,"Someone slide, and it slipped so then they call him- they send him a letter over the summer, and told him that they be writing back to him.
"
452,-1,"Don't be so strict, Don't, you don't- and um, holler at you all the time, and let you do something all the- our teacher we got now, she won't even let us play a game.
"
453,-1,"Y- I- Yeah, I wanted to be a captain, but long- just as long I wasn't the lowest thing there is.
"
454,1,"No, I be - I like- No, I let them play what they wanna play.
"
455,-1,"I wanna be a teacher.
"
456,-1,"I don't want my children to be acting bad.
"
457,1,"I don't be strict like that.
"
458,1,"I be over with my friends.
"
459,1,"Like we get a person to chase after us, and the person that he tag, that- that person be what he was at first.
"
460,1,"We say um, not it, and if the last person that don't say, not it, that's the one that be it.
"
461,1,"And if that person that at um, the last person that I said a word on, that's the one be it.
"
462,-1,"And I'm not- They changed the classes around, and see, I don't like to be in the classroom I'm in.
"
463,1,"If I be doing something, they don't like it.
"
464,-1,"Sh- Then Mrs. Lynwood told me turn around and be quiet.
"
465,-1,"And I said, I was just asking her- She told me to turn around and be quiet.
"
466,-1,"That's- Cause I just- I ain't wanna be a grown up doctor.
"
467,-1,"I wanna be a children doctor because I like childrens.
"
468,-1,"So, how do you um how do you choose which one is gonna be uh, on the team or anything like that?
"
469,-1,"and  Private Number and Don't be Afraid.
"
470,-1,"We have the um, it have to be a door and a person.
"
471,-1,"And we take a person to be the door and the devil.
"
472,-1,"But if we say, if they say Simon Say put your hands up, we do it, and if they- I say put my hand down um you'll be out.
"
473,-1,"Well how did you know which one was gonna be it?
"
474,1,"R-E-D. And the person who get the last one be first.
"
475,1,"No I don't watch 'em, I be outside.
"
476,1,"And when Sydney Poitier called him to do something, he be having um, um pictures in his lap of girls.
"
477,1,"Cause we be mean to her.
"
478,-1,"Well how do you think you could get her to be nice?
"
479,1,"She teach us social study and reading and health, and uh S- That's- that's all we be in that's our home room.
"
480,-1,"Oh that should be fun.
"
481,-1,"Isn't that supposed to be bad?
"
482,-1,"Be quiet.
"
483,-1,"Do you think that uh all the kids in class uh should be able to uh, to sing when they want to?
"
484,-1,"Well when you're doing that how are you gonna be able to learn?
"
485,1,"Like if she be talking to somebody else, and always butting in.
"
486,1,"And the teacher be in the hall, and if a girl always, we always had to sing a song in the morning time.
"
